Gene_id,readcount_S_111,readcount_S_CON,log2FoldChange,pval,padj,Gene description,Gene name
PGSC0003DMG400015054,1832.961729,699.9762006,1.3888,0.00016384,0.0052798,Dehydration-responsive protein RD22 [Source:PGSC_GENE;Acc:PGSC0003DMG400015054],
PGSC0003DMG400015157,1617.862921,2397.289871,-0.56731,0.0010797,0.022475,Receptor kinase [Source:PGSC_GENE;Acc:PGSC0003DMG400015157],
PGSC0003DMG400015169,154.1530564,500.7412687,-1.6997,9.75E-16,4.40E-13,Esterase [Source:PGSC_GENE;Acc:PGSC0003DMG400015169],
PGSC0003DMG400015190,408.4484221,627.1764574,-0.61872,0.0012432,0.024974,AMP dependent CoA ligase [Source:PGSC_GENE;Acc:PGSC0003DMG400015190],
PGSC0003DMG400015194,251.4075093,436.8538106,-0.79712,0.00014832,0.0048351,Malate synthase [Source:PGSC_GENE;Acc:PGSC0003DMG400015194],
PGSC0003DMG400015196,73.07121318,180.436892,-1.3041,7.30E-06,0.00041362,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400015196],
PGSC0003DMG400015219,385.5048522,209.7320186,0.8782,0.0005849,0.01421,Miraculin [Source:PGSC_GENE;Acc:PGSC0003DMG400015219],
PGSC0003DMG400015229,474.4961934,1682.800887,-1.8264,0.001894,0.033851,BTB/POZ domain-containing protein [Source:PGSC_GENE;Acc:PGSC0003DMG400015229],
PGSC0003DMG400015230,841.6511016,412.0237715,1.0305,0.00205,0.036018,Pectate lyase [Source:PGSC_GENE;Acc:PGSC0003DMG400015230],
PGSC0003DMG400015242,6.874665006,25.00545854,-1.8629,0.0014748,0.028256,Cytochrome P450 [Source:PGSC_GENE;Acc:PGSC0003DMG400015242],
PGSC0003DMG400015245,14455.26604,10115.58934,0.51501,0.00305,0.048319,Ribosomal protein PETRP [Source:PGSC_GENE;Acc:PGSC0003DMG400015245],
PGSC0003DMG400015267,976.9208754,365.7416461,1.4174,2.39E-06,0.00015947,Kunitz-type protease inhibitor [Source:PGSC_GENE;Acc:PGSC0003DMG400015267],
PGSC0003DMG400015270,582.2692079,941.8981177,-0.69388,0.00026703,0.0076889,ATP-binding cassette transporter [Source:PGSC_GENE;Acc:PGSC0003DMG400015270],
PGSC0003DMG400015273,455.0684115,765.5056872,-0.75033,0.00023219,0.0069098,Alpha-galactosidase [Source:PGSC_GENE;Acc:PGSC0003DMG400015273],
PGSC0003DMG400015290,95.82318206,24.36012094,1.9759,6.31E-05,0.0024154,Proteinase inhibitor type-2 CEVI57 [Source:PGSC_GENE;Acc:PGSC0003DMG400015290],
PGSC0003DMG400015334,287.5325655,466.2834528,-0.69748,0.00089306,0.019544,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400015334],
PGSC0003DMG400015342,332.615981,1314.037349,-1.9821,3.13E-06,0.00019806,Jasmonic acid 2 [Source:PGSC_GENE;Acc:PGSC0003DMG400015342],
PGSC0003DMG400015365,2245.584173,1217.782874,0.88283,0.00026564,0.0076632,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400015365],
PGSC0003DMG400015422,99.52301695,168.6257474,-0.76072,0.0021363,0.03704,ATP-dependent RNA helicase [Source:PGSC_GENE;Acc:PGSC0003DMG400015422],
PGSC0003DMG400015463,1035.091357,599.7198134,0.7874,1.71E-05,0.00083117,Ornithine carbamoyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400015463],
PGSC0003DMG400015464,6641.228143,3969.556895,0.74247,6.34E-06,0.00036828,"Nicotiana tabacum wound inducive mRNA , complete cds [Source:PGSC_GENE;Acc:PGSC0003DMG400015464]",
PGSC0003DMG400015488,1174.954454,2544.550236,-1.1148,0.00015233,0.0049551,Alpha/beta hydrolase [Source:PGSC_GENE;Acc:PGSC0003DMG400015488],
PGSC0003DMG400015492,127.7959115,224.3729899,-0.81206,0.0003458,0.0094092,ATP binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400015492],
PGSC0003DMG400015505,47.58852806,10.87915882,2.129,2.73E-05,0.0012315,Anthranilate N-benzoyltransferase protein [Source:PGSC_GENE;Acc:PGSC0003DMG400015505],
PGSC0003DMG400015510,38.38546982,13.62078044,1.4948,0.0017344,0.031671,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400015510],
PGSC0003DMG400015534,2.297562831,17.72191988,-2.9474,0.0021564,0.037276,ZPT2-13 [Source:PGSC_GENE;Acc:PGSC0003DMG400015534],
PGSC0003DMG400015535,61.47604171,110.9106022,-0.8513,0.0028959,0.046326,Methyl binding domain protein [Source:PGSC_GENE;Acc:PGSC0003DMG400015535],
PGSC0003DMG400015553,342.6420759,593.9408753,-0.79362,0.00034092,0.0093245,Beta-ketoacyl-coa synthase family protein [Source:PGSC_GENE;Acc:PGSC0003DMG400015553],
PGSC0003DMG400015611,107.7263282,259.1384195,-1.2664,0.0018991,0.033903,C2H2L domain class transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400015611],
PGSC0003DMG400015661,159.0927459,90.64236859,0.81161,0.0018671,0.033543,RING-H2 finger protein ATL2N [Source:PGSC_GENE;Acc:PGSC0003DMG400015661],
PGSC0003DMG400015667,502.4836247,1074.580679,-1.0966,2.21E-06,0.00014828,Pto-responsive gene 1 protein [Source:PGSC_GENE;Acc:PGSC0003DMG400015667],
PGSC0003DMG400015711,380.0195373,1032.145437,-1.4415,1.77E-06,0.00012176,PAE [Source:PGSC_GENE;Acc:PGSC0003DMG400015711],
PGSC0003DMG400015726,115.5635803,355.1437002,-1.6197,5.05E-13,1.43E-10,Glutathione s-transferase [Source:PGSC_GENE;Acc:PGSC0003DMG400015726],
PGSC0003DMG400015754,4045.585571,2548.310566,0.66681,0.00013289,0.0044531,RNA binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400015754],
PGSC0003DMG400015769,541.2739015,258.6902176,1.0651,0.00070957,0.016581,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400015769],
PGSC0003DMG400015799,67.81626925,184.8894655,-1.447,5.60E-08,5.75E-06,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400015799],
PGSC0003DMG400015801,51.39945919,14.34716753,1.841,5.34E-05,0.0020988,Bacterial-induced peroxidase [Source:PGSC_GENE;Acc:PGSC0003DMG400015801],
PGSC0003DMG400015803,133.1283286,69.2633296,0.94265,0.0010658,0.022275,Arsenite transport protein [Source:PGSC_GENE;Acc:PGSC0003DMG400015803],
PGSC0003DMG400015817,486.3250385,764.9248206,-0.6534,0.00076233,0.017457,UDP-glucose:sterol 3-O-glucosyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400015817],
PGSC0003DMG400015835,39.54558585,94.63475791,-1.2589,9.01E-05,0.003252,Receptor kinase [Source:PGSC_GENE;Acc:PGSC0003DMG400015835],
PGSC0003DMG400015853,6267.334266,9913.76109,-0.66158,8.37E-05,0.003053,EIN3-binding F-box protein 1 [Source:PGSC_GENE;Acc:PGSC0003DMG400015853],
PGSC0003DMG400015920,1035.521977,1499.899433,-0.53451,0.002637,0.04345,Heat shock 70 kDa protein [Source:PGSC_GENE;Acc:PGSC0003DMG400015920],
PGSC0003DMG400015933,288.4150346,512.3371612,-0.82895,2.75E-05,0.0012395,Pectinesterase PPE8B [Source:PGSC_GENE;Acc:PGSC0003DMG400015933],
PGSC0003DMG400015948,329.8396898,173.5616478,0.92632,1.87E-05,0.00090185,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400015948],
PGSC0003DMG400015969,322.1018836,603.1576486,-0.90502,0.0002252,0.0067533,RNA binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400015969],
PGSC0003DMG400015992,9015.476264,6319.731492,0.51254,0.0032108,0.049999,40S ribosomal protein S19 [Source:PGSC_GENE;Acc:PGSC0003DMG400015992],
PGSC0003DMG400016003,367.8978358,736.9460366,-1.0023,2.68E-07,2.29E-05,Ethylene responsive element binding protein C2 [Source:PGSC_GENE;Acc:PGSC0003DMG400016003],
PGSC0003DMG400016004,1519.237575,2625.123593,-0.78904,2.80E-05,0.0012593,Ethylene response factor 4 [Source:PGSC_GENE;Acc:PGSC0003DMG400016004],
PGSC0003DMG400016006,390.7291029,1369.420184,-1.8093,2.87E-17,1.69E-14,Pti4 [Source:PGSC_GENE;Acc:PGSC0003DMG400016006],
PGSC0003DMG400016010,440.1364778,971.3904318,-1.1421,1.16E-08,1.38E-06,Amino acid binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400016010],
PGSC0003DMG400016062,5.553919592,24.37852532,-2.134,0.0009149,0.019952,IFA-binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400016062],
PGSC0003DMG400016063,110.0669575,415.9089389,-1.9179,2.16E-08,2.45E-06,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400016063],
PGSC0003DMG400016066,53.59146762,11.95525201,2.1644,0.0017962,0.032513,Major latex [Source:PGSC_GENE;Acc:PGSC0003DMG400016066],
PGSC0003DMG400016067,145.8930447,70.71997244,1.0447,0.00013584,0.0045131,Acireductone dioxygenase [Source:PGSC_GENE;Acc:PGSC0003DMG400016067],
PGSC0003DMG400016095,115.5849673,315.8159083,-1.4501,1.33E-10,2.33E-08,Anthocyanin acyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400016095],
PGSC0003DMG400016120,715.7353953,1922.93292,-1.4258,3.71E-15,1.54E-12,1-deoxy-D-xylulose 5-phosphate synthase 2 [Source:PGSC_GENE;Acc:PGSC0003DMG400016120],
PGSC0003DMG400016122,921.9936861,1527.493083,-0.72834,5.92E-05,0.0022959,Anthocyanidine rhamnosyl-transferase [Source:PGSC_GENE;Acc:PGSC0003DMG400016122],
PGSC0003DMG400016131,1929.338778,1312.138874,0.55619,0.0017448,0.031823,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400016131],
PGSC0003DMG400016140,654.6722115,1437.73505,-1.135,1.69E-10,2.88E-08,Mitochondrial dicarboxylate carrier protein [Source:PGSC_GENE;Acc:PGSC0003DMG400016140],
PGSC0003DMG400016145,183.0626228,941.274963,-2.3623,0.00026167,0.0075776,Transcription factor bHLH96 [Source:PGSC_GENE;Acc:PGSC0003DMG400016145],
PGSC0003DMG400016147,329.3684491,182.8763717,0.84883,0.00031847,0.008896,2-oxoglutarate/malate translocator [Source:PGSC_GENE;Acc:PGSC0003DMG400016147],
PGSC0003DMG400016155,428.4737611,928.5562232,-1.1158,2.72E-08,2.99E-06,7-transmembrane G-protein-coupled receptor [Source:PGSC_GENE;Acc:PGSC0003DMG400016155],
PGSC0003DMG400016156,11.04285837,62.24061042,-2.4947,7.80E-09,9.74E-07,Serine/threonine-protein kinase SAPK1 [Source:PGSC_GENE;Acc:PGSC0003DMG400016156],
PGSC0003DMG400016191,75.31643948,151.3678361,-1.007,0.00020615,0.0062484,Anthocyanidine rhamnosyl-transferase [Source:PGSC_GENE;Acc:PGSC0003DMG400016191],
PGSC0003DMG400016210,460.3366543,828.9746291,-0.84864,6.67E-06,0.00038489,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400016210],
PGSC0003DMG400016212,359.5461271,175.3291029,1.0361,0.0031542,0.04954,1-aminocyclopropane-1-carboxylate oxidase [Source:PGSC_GENE;Acc:PGSC0003DMG400016212],
PGSC0003DMG400016227,1777.462256,1128.195005,0.6558,0.00017817,0.0056024,Ubiquitin-protein ligase [Source:PGSC_GENE;Acc:PGSC0003DMG400016227],
PGSC0003DMG400016249,481.9367908,1237.339577,-1.3603,1.44E-05,0.00072222,Anthranilate N-benzoyltransferase protein [Source:PGSC_GENE;Acc:PGSC0003DMG400016249],
PGSC0003DMG400016270,262.4270561,101.6288184,1.3686,0.00050715,0.012734,Heat stress transcription factor A-6b [Source:PGSC_GENE;Acc:PGSC0003DMG400016270],
PGSC0003DMG400016280,528.6056201,871.6210021,-0.72151,0.00011385,0.0039121,Auxin/indole-3-acetic acid [Source:PGSC_GENE;Acc:PGSC0003DMG400016280],
PGSC0003DMG400016284,949.8999465,2774.253665,-1.5463,0.0010505,0.022058,Ethylene receptor [Source:PGSC_GENE;Acc:PGSC0003DMG400016284],
PGSC0003DMG400016290,1479.501576,2174.64536,-0.55567,0.0014078,0.027394,Serine/threonine-protein phosphatase [Source:PGSC_GENE;Acc:PGSC0003DMG400016290],
PGSC0003DMG400016293,371.2197155,659.9393854,-0.83006,0.00034818,0.0094647,Oxidoreductase [Source:PGSC_GENE;Acc:PGSC0003DMG400016293],
PGSC0003DMG400016317,766.8781141,1368.966822,-0.83602,4.54E-06,0.00027424,LEAUX=ARABIDOPSIS auxin-regulated protein homolog [Source:PGSC_GENE;Acc:PGSC0003DMG400016317],
PGSC0003DMG400016367,8635.04343,6006.03405,0.52379,0.0026505,0.043611,Ribosomal protein S27 [Source:PGSC_GENE;Acc:PGSC0003DMG400016367],
PGSC0003DMG400016381,164.6437142,94.92546288,0.79448,0.0014785,0.028295,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400016381],
PGSC0003DMG400016477,1878.1648,6873.159515,-1.8716,1.25E-26,2.28E-23,Adenylyl-sulfate reductase [Source:PGSC_GENE;Acc:PGSC0003DMG400016477],
PGSC0003DMG400016497,71.11500251,350.495575,-2.3012,1.61E-07,1.48E-05,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400016497],
PGSC0003DMG400016508,3.729350268,38.43093109,-3.3653,0.00028537,0.0081192,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400016508],
PGSC0003DMG400016530,175.4084632,290.9588386,-0.7301,0.00062716,0.015026,Sugar transporter [Source:PGSC_GENE;Acc:PGSC0003DMG400016530],
PGSC0003DMG400016535,95.73405438,170.1806538,-0.82996,0.001412,0.027445,Mitochondrial carnitine/acylcarnitine carrier protein [Source:PGSC_GENE;Acc:PGSC0003DMG400016535],
PGSC0003DMG400016551,1391.519586,2040.698976,-0.5524,0.0012198,0.024648,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400016551],
PGSC0003DMG400016553,774.5563228,1156.727308,-0.57861,0.0015278,0.02891,"Shikimate kinase, chloroplastic [Source:PGSC_GENE;Acc:PGSC0003DMG400016553]",
PGSC0003DMG400016714,1147.371831,1735.724757,-0.59721,0.00051569,0.012912,1-aminocyclopropane-1-carboxylate oxidase [Source:PGSC_GENE;Acc:PGSC0003DMG400016714],
PGSC0003DMG400016733,290.1426838,515.7370242,-0.82987,1.86E-05,0.00089989,Acyl:coa ligase acetate-coa synthetase [Source:PGSC_GENE;Acc:PGSC0003DMG400016733],
PGSC0003DMG400016769,1880.696007,2856.766489,-0.60312,0.00036487,0.0098181,Double WRKY type transfactor [Source:PGSC_GENE;Acc:PGSC0003DMG400016769],
PGSC0003DMG400016808,40.90048167,108.0971275,-1.4021,3.77E-05,0.0015973,N protein [Source:PGSC_GENE;Acc:PGSC0003DMG400016808],
PGSC0003DMG400016878,107.9485749,49.10024628,1.1365,0.00029333,0.0083305,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400016878],
PGSC0003DMG400016884,70.62687184,131.4712687,-0.89646,0.0017582,0.031957,Protein ariadne-1 [Source:PGSC_GENE;Acc:PGSC0003DMG400016884],
PGSC0003DMG400016928,27.62029783,76.0432209,-1.4611,0.00042608,0.011079,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400016928],
PGSC0003DMG400016965,61.070034,138.9290249,-1.1858,3.53E-05,0.0015172,"Hydrolase, hydrolyzing O-glycosyl compounds [Source:PGSC_GENE;Acc:PGSC0003DMG400016965]",
PGSC0003DMG400017086,124.2011103,218.7800826,-0.8168,0.00045337,0.011681,Disease resistance protein [Source:PGSC_GENE;Acc:PGSC0003DMG400017086],
PGSC0003DMG400017098,9.764272618,64.46801744,-2.723,0.00035127,0.009532,Hsp20.1 protein [Source:PGSC_GENE;Acc:PGSC0003DMG400017098],
PGSC0003DMG400017100,1050.356783,710.960358,0.56304,0.0026078,0.043136,Branched-chain amino acid aminotransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400017100],
PGSC0003DMG400017123,113.6565923,48.16711431,1.2386,5.21E-05,0.0020587,Cytochrome P450 [Source:PGSC_GENE;Acc:PGSC0003DMG400017123],
PGSC0003DMG400017168,676.0543775,441.0206498,0.61629,0.0014492,0.02794,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400017168],
PGSC0003DMG400017185,1.790418913,22.56073941,-3.6554,2.64E-06,0.000174,1-aminocyclopropane-1-carboxylate oxidase homolog [Source:PGSC_GENE;Acc:PGSC0003DMG400017185],
PGSC0003DMG400017186,66.946957,549.0646397,-3.0359,0.00027554,0.0079121,Ethylene receptor [Source:PGSC_GENE;Acc:PGSC0003DMG400017186],
PGSC0003DMG400017198,1386.957783,3197.171539,-1.2049,9.71E-06,0.00052344,Proton gradient regulation 5 [Source:PGSC_GENE;Acc:PGSC0003DMG400017198],
PGSC0003DMG400017219,78.62144398,141.5085111,-0.84789,0.0015541,0.029272,Pentatricopeptide repeat-containing protein [Source:PGSC_GENE;Acc:PGSC0003DMG400017219],
PGSC0003DMG400017221,2717.961785,4008.263369,-0.56045,0.0011405,0.023425,S-adenosylmethionine-dependent methyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400017221],
PGSC0003DMG400017230,516.4197812,919.3407843,-0.83206,6.29E-06,0.00036654,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400017230],
PGSC0003DMG400017231,89.77670292,829.3297974,-3.2075,0.00063989,0.015282,Transcription factor TSRF1 [Source:PGSC_GENE;Acc:PGSC0003DMG400017231],
PGSC0003DMG400017233,1.324065423,10.91788365,-3.0436,0.0028778,0.04613,Ethylene-responsive transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400017233],
PGSC0003DMG400017245,163.8867155,288.1025823,-0.81388,0.00030251,0.0085135,1-aminocyclopropane-1-carboxylate oxidase homolog [Source:PGSC_GENE;Acc:PGSC0003DMG400017245],
PGSC0003DMG400017247,137.8959509,308.8202888,-1.1632,3.61E-05,0.0015403,1-aminocyclopropane-1-carboxylate oxidase homolog [Source:PGSC_GENE;Acc:PGSC0003DMG400017247],
PGSC0003DMG400017248,306.4608506,593.4260233,-0.95337,0.0013605,0.026608,1-aminocyclopropane-1-carboxylate oxidase homolog [Source:PGSC_GENE;Acc:PGSC0003DMG400017248],
PGSC0003DMG400017257,489.0113881,230.1516765,1.0873,1.61E-05,0.00079313,Cellulose synthase [Source:PGSC_GENE;Acc:PGSC0003DMG400017257],
PGSC0003DMG400017258,25.60974564,61.43294918,-1.2623,0.0014722,0.028225,Photosystem II D2 protein [Source:PGSC_GENE;Acc:PGSC0003DMG400017258],
PGSC0003DMG400017287,521.2955379,260.8856233,0.99868,7.30E-07,5.62E-05,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400017287],
PGSC0003DMG400017291,924.5053665,2487.974641,-1.4282,0.00015402,0.0049989,LRR receptor-like serine/threonine-protein kinase [Source:PGSC_GENE;Acc:PGSC0003DMG400017291],
PGSC0003DMG400017307,314.2689085,492.2672977,-0.64744,0.0011004,0.02279,ATFP4 [Source:PGSC_GENE;Acc:PGSC0003DMG400017307],
PGSC0003DMG400017327,54.76522838,107.4017279,-0.97169,0.0010449,0.022,Receptor-like kinase [Source:PGSC_GENE;Acc:PGSC0003DMG400017327],
PGSC0003DMG400017330,63.58161742,126.9309106,-0.99736,0.00030049,0.0084798,"Serine-threonine protein kinase, plant-type [Source:PGSC_GENE;Acc:PGSC0003DMG400017330]",
PGSC0003DMG400017334,118.0278959,307.7824386,-1.3828,5.90E-08,6.04E-06,Heat shock factor protein [Source:PGSC_GENE;Acc:PGSC0003DMG400017334],
PGSC0003DMG400017432,419.071316,697.793833,-0.73561,0.00012587,0.0042546,"Multidrug resistance-associated protein 2, 6 (Mrp2, 6), abc-transoprter [Source:PGSC_GENE;Acc:PGSC0003DMG400017432]",
PGSC0003DMG400017447,116.6846505,254.9117536,-1.1274,8.36E-05,0.00305,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400017447],
PGSC0003DMG400017485,713.5849141,1113.593296,-0.64207,0.0005446,0.013484,DNA binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400017485],
PGSC0003DMG400017513,412.7247638,1402.803343,-1.7651,0.0006238,0.014968,Acetylornithine deacetylase [Source:PGSC_GENE;Acc:PGSC0003DMG400017513],
PGSC0003DMG400017517,2723.952187,5236.702164,-0.94296,1.99E-08,2.27E-06,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400017517],
PGSC0003DMG400017518,5365.08413,8501.079029,-0.66405,0.0011964,0.024254,Zinc-binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400017518],
PGSC0003DMG400017523,5343.993031,3367.190092,0.66637,7.94E-05,0.0029232,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400017523],
PGSC0003DMG400017538,155.056248,249.9567155,-0.68889,0.0020744,0.036242,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400017538],
PGSC0003DMG400017539,99.27743249,45.44749691,1.1273,0.0014208,0.02758,Senescence-associated protein 5 [Source:PGSC_GENE;Acc:PGSC0003DMG400017539],
PGSC0003DMG400017540,425.8618177,751.5249962,-0.81944,5.92E-05,0.0022959,BHLH071 [Source:PGSC_GENE;Acc:PGSC0003DMG400017540],
PGSC0003DMG400017550,84.2744948,30.0101574,1.4896,2.13E-05,0.00099188,Glycine-rich protein TomR2 [Source:PGSC_GENE;Acc:PGSC0003DMG400017550],
PGSC0003DMG400017556,3973.521288,14389.57671,-1.8565,1.65E-11,3.52E-09,"Photosystem II 22 kDa protein, chloroplastic [Source:PGSC_GENE;Acc:PGSC0003DMG400017556]",
PGSC0003DMG400017567,1292.24188,2521.233136,-0.96425,0.00065595,0.015572,Nam [Source:PGSC_GENE;Acc:PGSC0003DMG400017567],
PGSC0003DMG400017570,287.8521512,475.4637418,-0.72401,0.00038083,0.010122,Chlorophyll synthase [Source:PGSC_GENE;Acc:PGSC0003DMG400017570],
PGSC0003DMG400017610,382.8449083,238.0006936,0.68579,0.0021486,0.037183,Protein ALUMINUM SENSITIVE 3 [Source:PGSC_GENE;Acc:PGSC0003DMG400017610],
PGSC0003DMG400017640,643.3024548,1009.923274,-0.65068,0.00034176,0.009331,Homeobox protein [Source:PGSC_GENE;Acc:PGSC0003DMG400017640],
PGSC0003DMG400017641,28.17755644,67.44462981,-1.2592,0.00048799,0.012348,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400017641],
PGSC0003DMG400017644,238.7001837,397.0900602,-0.73427,0.00064032,0.015282,Zinc knuckle (CCHC-type) family protein [Source:PGSC_GENE;Acc:PGSC0003DMG400017644],
PGSC0003DMG400017760,251.0850332,92.10830768,1.4468,1.35E-05,0.00068861,MADS-box protein 15 [Source:PGSC_GENE;Acc:PGSC0003DMG400017760],
PGSC0003DMG400017763,202.1086047,329.541338,-0.70533,0.0009065,0.019797,Serine/threonine-protein kinase SAPK1 [Source:PGSC_GENE;Acc:PGSC0003DMG400017763],
PGSC0003DMG400017778,383.1471604,596.6273836,-0.63893,0.0014085,0.027394,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400017778],
PGSC0003DMG400017779,21.8476142,71.67943421,-1.7141,6.78E-06,0.00038982,Proline-rich receptor kinase PERK7 [Source:PGSC_GENE;Acc:PGSC0003DMG400017779],
PGSC0003DMG400017783,264.8204434,442.9825796,-0.74224,0.000328,0.009099,Bg55 protein [Source:PGSC_GENE;Acc:PGSC0003DMG400017783],
PGSC0003DMG400017807,63.15147353,152.8447553,-1.2752,7.32E-05,0.0027254,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400017807],
PGSC0003DMG400017836,907.4490844,1321.980402,-0.54281,0.0028365,0.045634,Protein kinase [Source:PGSC_GENE;Acc:PGSC0003DMG400017836],
PGSC0003DMG400017875,303.3329778,180.2825379,0.75064,0.00047694,0.012157,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400017875],
PGSC0003DMG400017895,597.4973845,1331.403866,-1.1559,0.00048554,0.012306,Wound-induced protein 1 [Source:PGSC_GENE;Acc:PGSC0003DMG400017895],
PGSC0003DMG400017936,728.4961162,3344.526376,-2.1988,0.00022356,0.0067106,Late embryogenis abundant protein 5 [Source:PGSC_GENE;Acc:PGSC0003DMG400017936],
PGSC0003DMG400017946,63.28522828,250.8168117,-1.9867,7.59E-15,3.07E-12,S locus glycoprotein [Source:PGSC_GENE;Acc:PGSC0003DMG400017946],
PGSC0003DMG400017949,212.4817891,405.3060608,-0.93167,0.00011308,0.0038943,S-locus-specific glycoprotein S6 [Source:PGSC_GENE;Acc:PGSC0003DMG400017949],
PGSC0003DMG400017976,418.976676,1347.963237,-1.6858,2.38E-19,1.85E-16,Reticuline oxidase [Source:PGSC_GENE;Acc:PGSC0003DMG400017976],
PGSC0003DMG400017997,174.9066484,696.304876,-1.9931,2.16E-22,2.40E-19,Cytochrome P450 [Source:PGSC_GENE;Acc:PGSC0003DMG400017997],
PGSC0003DMG400017999,142.4425874,80.21282668,0.82848,0.0015737,0.029563,Cytochrome P450 hydroxylase [Source:PGSC_GENE;Acc:PGSC0003DMG400017999],
PGSC0003DMG400018060,1536.370707,2392.161804,-0.63879,0.00031203,0.0087577,Zinc finger protein [Source:PGSC_GENE;Acc:PGSC0003DMG400018060],
PGSC0003DMG400018073,681.4416848,436.6911107,0.64198,0.00083593,0.018688,Kelch repeat-containing protein [Source:PGSC_GENE;Acc:PGSC0003DMG400018073],
PGSC0003DMG400018115,606.342277,887.9436848,-0.55034,0.0028457,0.045757,ATP binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400018115],
PGSC0003DMG400018120,13.23132996,39.71905278,-1.5859,0.00077114,0.017581,TRANSPARENT TESTA 12 protein [Source:PGSC_GENE;Acc:PGSC0003DMG400018120],
PGSC0003DMG400018124,720.524679,380.1755327,0.92238,0.00044986,0.011607,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400018124],
PGSC0003DMG400018125,1006.455231,571.953246,0.81531,0.0010131,0.021505,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400018125],
PGSC0003DMG400018135,45.91104774,92.12142844,-1.0047,0.001188,0.024146,Cytochrome P450 71A4 [Source:PGSC_GENE;Acc:PGSC0003DMG400018135],
PGSC0003DMG400018138,110.0915668,228.9224561,-1.0562,1.90E-05,0.00090779,Cytochrome P450 71A4 [Source:PGSC_GENE;Acc:PGSC0003DMG400018138],
PGSC0003DMG400018141,36.69207942,138.7717603,-1.9192,0.0013534,0.026503,Cytochrome P450 71A4 [Source:PGSC_GENE;Acc:PGSC0003DMG400018141],
PGSC0003DMG400018194,328.256493,584.8303543,-0.83319,3.25E-05,0.0014215,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400018194],
PGSC0003DMG400018235,28.01687284,64.34400583,-1.1995,0.0011719,0.023933,Nitrate transporter [Source:PGSC_GENE;Acc:PGSC0003DMG400018235],
PGSC0003DMG400018236,1307.539089,1875.916432,-0.52074,0.0023951,0.04039,Pectinacetylesterase [Source:PGSC_GENE;Acc:PGSC0003DMG400018236],
PGSC0003DMG400018273,329.501449,626.4341196,-0.92688,2.67E-06,0.00017548,"NADPH:adrenodoxin oxidoreductase, mitochondrial [Source:PGSC_GENE;Acc:PGSC0003DMG400018273]",
